"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"R_Insert_10_percentile",-0.00139154958419249,-0.00139154958411989,2.10376863594998e-05,0.000336473046986194,-0.00139154958419462,-0.00139154958417291,0.0011588438115056,-0.0013915495841729,-0.00139154958417012,-0.00139154958416886,0.00033647304698789,0.00115884381151201
"R_Mapping_pro",0.00712106394892546,0.00712106394889726,0.0062941071262987,0.00712106394900636,0.00712106394899626,0.00712106394897387,-0.00305508172195772,0.00712106394900648,0.00691499308490921,0.00712106394898279,0.00629410712639091,0.00712106394900924
"R_Mapping_10_percentile",-0.00592290036182908,-0.00592290036178972,-0.00592290036186545,-0.00592290036186828,-0.0139279231669388,-0.00592290036185826,0.00116836938258826,-0.00592290036186875,-0.00592290036186532,-0.00603058765340501,-0.00592290036193268,-0.00592290036186525
"R_Mapping_90_percentile",-0.00133329418079497,-0.0013332941807959,-0.0013332941807954,-0.00133329418079538,-0.0112254256120249,-0.00133329418079523,0.00603567292928549,-0.00133329418079622,-0.00133329418079561,-0.0173580568693965,-0.00133329418079533,-0.00133329418079554
"L_Dis_map_ratio",0.0046282786835944,0.00462827868359643,0.00462827868359495,0.00462827868359471,0.0446067373338674,0.00462827868359475,0.00462827868359494,0.00462827868359343,0.00462827868359485,0.00462827868359491,0.00462827868359491,-0.0111283379092286
"L_Mapping_q",-0.00421313798718164,-0.00421313798720949,-0.00421313798718825,-0.0095939950336318,-0.00421313798718264,-0.00421313798718706,-0.00218749363013989,-0.00421313798718747,-0.00421313798718805,-0.00421313798718826,-0.00421313798718735,-0.00421313798719036
"L_Mapping_pro",0.00728012150054664,0.00728012150052326,0.00728012150057158,0.00728012150056876,0.00728012150054871,0.000929945179128672,-0.00278002987909308,0.00728012150057024,0.00728012150056935,0.00728012150055614,0.00728012150060726,0.00728012150057699
"LM_Del_90_percentile",0.00342752463331238,0.00342752463333495,0.00347586469189399,0.00342752463331751,0.00342752463331385,-0.00557506996057741,0.0034275246333183,0.00342752463331756,0.00342752463331785,0.00342752463331785,0.0034275246333173,0.00342752463331968
"M_Cov_pro",0.00588630653282833,0.00588630653282958,0.00588630653282873,0.00588630653282867,-0.00360299326194428,0.00588630653282863,0.00588630653282873,0.00588630653282881,0.00588630653282887,0.00588630653282875,-0.0260855034331666,0.0058863065328288
"M_Mapping_90_percentile",0.000355682515583921,0.000355682515591548,0.000355682515556889,0.000355682515555305,-0.0395973428208619,0.00035568251556089,0.000355682515550158,0.00035568251555423,0.000355682515554872,0.000355682515564807,0.000355682515521258,0.00089962461574406
